date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:48:01	5520/5520	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d67b72-1590%22	https://24x7-experts-customers-cash.squareservices.online/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-includes/js/imagesloaded.minbb93.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:01	19719/19719	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-4d07%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/theme.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/theme.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:01	14581/14581	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-38f5%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/drop-down-mobile-menu.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/drop-down-mobile-menu.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:02	7540/7540	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-1d74%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/drop-down-search.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/drop-down-search.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:02	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-4ef8%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/vendors/magnific-popup.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:02	4111/4111	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-100f%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/ow-lightbox.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/ow-lightbox.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:02	57513/57513	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-e0a9%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/vendors/flickity.pkgd.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:03	2002/2002	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-7d2%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/ow-slider.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/ow-slider.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:03	12387/12387	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-3063%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/scroll-effect.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/scroll-effect.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:03	8989/8989	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-231d%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/scroll-top.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/scroll-top.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:03	5181/5181	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae55-143d%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/select.min.js?ver=3.6.0	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/themes/oceanwp/assets/js/select.minaf6c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:04	712/712	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae5c-2c8%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/includes/widgets/js/flickr.min.js?ver=6.6.2	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/includes/widgets/js/flickr.min109c.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:04	4997/4997	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae10-1385%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.24.5	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/webpack.runtime.minf9f0.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:04	80657/80657	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae10-13b11%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.24.5	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/frontend-modules.minf9f0.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:05	21464/21464	---MCZ	200	added ('OK')	application/javascript	etag:W/%22667d6e6f-53d8%22	https://24x7-experts-customers-cash.squareservices.online/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-includes/js/jquery/ui/core.minb37e.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:05	41321/41321	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266feae10-a169%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.24.5	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/elementor/assets/js/frontend.minf9f0.js	(from https://24x7-experts-customers-cash.squareservices.online/help-servicee/)
20:48:06	3853/3853	---MCZ	200	added ('OK')	image/png	etag:W/%2266feae5c-f0d%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/img/instagram-logo.png	(from https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.6.2)
20:48:06	159/159	---MCZ	200	added ('OK')	image/png	etag:W/%2266feae5c-9f%22	https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/img/flickr.png	C:/Users/ak/Desktop/test/website%201/24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/img/flickr.png	(from https://24x7-experts-customers-cash.squareservices.online/wp-content/plugins/ocean-extra/assets/css/widgets.css?ver=6.6.2)
